Nitrogen,Phosphorus,Potassium,temperature,humidity,ph,rainfall,label
61.96,33.43,34.98,16.57,60.8,6.58,93.52,Mustard
59.21,38.25,35.64,21.0,59.18,6.41,101.74,Mustard
66.73,34.91,35.62,24.01,59.24,6.38,101.93,Mustard
59.81,33.8,34.51,19.85,61.85,6.56,94.39,Mustard
64.01,34.94,34.23,22.26,60.96,7.31,113.13,Mustard
64.44,33.89,35.59,21.02,60.94,6.85,100.58,Mustard
62.66,33.24,31.84,18.21,63.81,6.94,107.44,Mustard
63.27,32.69,35.42,21.95,61.52,6.73,107.8,Mustard
62.76,35.3,35.71,17.73,60.75,6.72,109.47,Mustard
60.18,32.73,33.64,21.08,61.01,6.4,99.73,Mustard
55.6,34.85,37.33,15.7,62.0,7.22,91.94,Mustard
63.01,33.58,35.68,21.89,60.75,7.16,99.05,Mustard
62.84,34.32,34.04,20.07,60.17,6.69,99.12,Mustard
64.51,36.13,33.69,18.94,59.98,6.91,89.63,Mustard
51.74,35.65,32.27,20.18,62.75,6.48,97.81,Mustard
60.1,35.0,33.59,20.9,58.0,6.8,94.91,Mustard
60.45,35.83,36.9,16.36,61.0,6.43,94.89,Mustard
59.14,34.92,33.84,22.1,58.81,6.68,97.25,Mustard
57.26,34.13,32.78,20.55,60.65,6.58,107.81,Mustard
63.61,30.42,37.38,20.04,59.75,6.92,101.32,Mustard
58.16,39.47,35.72,20.13,58.65,6.75,95.63,Mustard
60.82,34.0,32.25,17.89,60.22,6.35,101.54,Mustard
54.54,36.0,34.56,21.96,60.73,7.05,102.15,Mustard
62.25,34.39,37.97,19.68,56.63,7.03,98.34,Mustard
58.5,32.23,34.83,18.26,60.86,6.77,96.24,Mustard
60.61,33.94,34.69,21.15,59.4,6.25,102.18,Mustard
58.13,35.9,32.63,21.12,59.41,6.56,100.37,Mustard
61.39,35.73,33.7,21.01,57.92,6.67,94.32,Mustard
56.45,36.06,36.37,22.84,64.08,7.43,101.87,Mustard
57.27,38.11,33.8,20.01,58.71,6.6,97.41,Mustard
65.19,35.45,35.29,20.53,59.12,6.45,97.86,Mustard
62.22,34.01,37.22,20.03,61.1,6.8,94.27,Mustard
65.28,34.83,35.78,21.28,58.72,6.86,97.1,Mustard
61.31,35.34,38.04,18.31,58.79,6.42,95.93,Mustard
63.74,32.7,34.7,18.85,60.95,7.11,92.63,Mustard
57.62,31.88,34.86,19.95,60.97,6.66,105.73,Mustard
55.56,36.51,37.0,17.3,60.52,6.69,89.67,Mustard
63.37,36.77,38.39,19.92,62.53,6.84,104.38,Mustard
61.12,34.77,36.25,19.17,59.9,6.88,95.55,Mustard
61.11,35.4,36.34,19.75,62.18,6.72,95.68,Mustard
62.48,35.99,33.91,19.08,60.38,7.09,94.24,Mustard
55.92,34.91,32.45,19.76,59.85,6.39,99.87,Mustard
55.55,33.91,34.25,23.58,63.03,6.77,101.34,Mustard
55.47,34.71,33.99,19.55,60.11,7.12,100.24,Mustard
53.59,32.79,36.08,19.47,61.85,6.44,87.66,Mustard
54.84,37.98,36.33,22.37,60.12,7.26,97.89,Mustard
66.22,36.48,32.64,18.92,55.0,6.97,90.4,Mustard
60.65,34.38,30.88,17.8,58.47,6.27,99.9,Mustard
56.75,33.18,34.87,22.3,60.28,6.57,95.62,Mustard
55.79,37.75,36.4,18.05,60.57,6.8,111.41,Mustard
62.84,34.89,35.12,18.1,58.39,6.95,97.81,Mustard
53.25,35.24,35.66,19.78,60.76,6.75,99.0,Mustard
65.72,34.98,33.71,22.76,59.11,6.7,100.18,Mustard
59.84,35.9,35.59,21.35,59.1,6.62,98.89,Mustard
58.61,35.99,33.5,22.28,58.29,7.19,102.43,Mustard
64.38,37.74,33.95,19.5,58.48,6.9,103.25,Mustard
59.41,36.28,32.96,20.0,56.75,7.16,97.81,Mustard
56.31,32.79,37.48,20.19,60.07,7.07,98.97,Mustard
61.71,34.67,33.55,18.95,58.57,6.8,88.48,Mustard
61.11,33.17,37.44,19.24,61.82,6.92,110.07,Mustard
60.31,34.94,34.49,21.91,61.08,7.14,108.36,Mustard
63.95,36.86,35.77,19.41,60.6,7.25,97.47,Mustard
56.13,33.91,35.2,19.13,62.3,6.78,107.23,Mustard
59.19,34.2,35.78,19.27,60.33,6.6,100.15,Mustard
64.37,36.13,35.98,19.43,58.98,6.74,96.53,Mustard
57.44,34.95,32.81,20.8,58.09,6.6,99.41,Mustard
58.13,36.58,34.57,15.0,62.44,6.92,91.62,Mustard
59.98,35.64,35.72,20.74,57.11,6.87,100.49,Mustard
63.02,37.22,38.5,21.03,59.73,6.62,101.25,Mustard
63.29,34.55,36.89,21.21,58.87,7.15,101.21,Mustard
60.52,34.7,36.35,19.73,59.86,6.57,93.63,Mustard
63.51,34.05,33.49,20.67,59.56,6.89,92.73,Mustard
57.33,34.84,34.65,19.29,61.05,6.54,85.87,Mustard
57.27,38.54,36.08,20.89,62.42,6.82,102.59,Mustard
64.92,33.01,33.37,20.39,61.49,6.73,100.85,Mustard
61.93,34.57,35.24,21.72,60.68,6.89,101.53,Mustard
61.31,37.76,36.87,20.39,61.84,6.82,104.93,Mustard
64.37,31.27,35.27,21.64,62.22,7.03,105.18,Mustard
61.74,35.92,35.14,19.89,63.86,7.1,103.04,Mustard
62.35,36.82,36.37,20.82,59.31,6.52,96.04,Mustard
60.63,36.5,34.9,19.08,57.18,6.94,96.11,Mustard
54.28,35.59,35.2,19.64,60.75,6.68,99.62,Mustard
61.91,35.18,38.52,22.99,60.01,6.61,99.69,Mustard
56.75,34.17,34.07,21.64,60.23,6.71,94.57,Mustard
57.27,31.48,34.48,20.21,63.13,6.85,101.34,Mustard
64.59,34.7,34.82,19.39,61.43,7.06,98.5,Mustard
65.02,35.76,34.82,18.93,59.4,6.5,94.82,Mustard
59.92,35.25,35.27,19.73,59.04,6.66,108.7,Mustard
60.84,35.34,34.55,18.72,60.45,6.6,101.97,Mustard
64.02,32.01,34.01,21.57,58.53,7.2,107.79,Mustard
58.27,32.06,34.77,17.57,58.82,6.97,94.74,Mustard
57.65,35.31,35.51,20.55,59.87,6.77,108.52,Mustard
60.0,35.21,34.73,16.99,63.1,6.82,111.89,Mustard
56.07,34.75,36.69,19.85,57.99,6.93,107.09,Mustard
55.36,35.07,36.56,18.82,58.32,6.74,100.13,Mustard
55.16,32.26,34.72,20.77,58.07,6.59,94.82,Mustard
57.49,33.14,36.65,21.97,58.25,6.4,104.41,Mustard
59.56,33.62,36.42,19.16,60.46,7.03,107.69,Mustard
60.47,37.5,37.12,20.6,58.35,6.49,106.83,Mustard
56.82,34.51,33.85,21.63,59.62,6.67,101.19,Mustard
50.61,35.55,32.97,18.5,61.34,6.89,107.09,Mustard
62.28,37.39,32.48,18.81,59.57,6.78,95.79,Mustard
61.18,36.24,35.93,20.1,58.4,7.01,109.86,Mustard
64.24,35.77,36.92,17.02,62.66,6.82,99.49,Mustard
59.02,35.66,33.39,19.14,61.61,6.04,97.51,Mustard
63.59,36.0,36.48,21.14,61.0,6.83,100.1,Mustard
59.82,34.42,36.09,21.1,61.21,6.52,97.41,Mustard
59.28,34.4,36.23,18.21,61.91,6.77,100.3,Mustard
57.67,34.28,35.04,20.37,60.61,6.64,94.66,Mustard
61.25,38.64,33.6,19.87,60.16,6.84,93.69,Mustard
63.34,39.55,34.75,20.1,57.69,6.91,101.25,Mustard
51.35,34.48,37.19,23.35,60.01,7.13,104.23,Mustard
59.92,36.88,35.24,18.55,61.94,6.73,99.24,Mustard
58.07,37.45,33.61,19.63,57.77,6.25,90.66,Mustard
62.58,37.57,34.96,22.97,58.99,6.85,103.4,Mustard
66.56,35.87,37.71,21.41,60.95,6.97,100.13,Mustard
62.54,33.82,37.31,21.45,63.41,6.58,107.05,Mustard
63.58,34.06,35.99,23.86,57.97,6.83,86.2,Mustard
59.18,34.85,36.61,20.6,57.64,7.4,93.3,Mustard
60.53,33.03,35.6,19.05,59.12,6.83,103.09,Mustard
64.85,34.29,38.23,17.89,59.67,6.72,102.51,Mustard
60.49,35.28,35.22,18.33,59.01,6.2,91.23,Mustard
56.75,34.74,33.35,19.15,59.35,6.89,105.55,Mustard
64.57,31.98,34.91,19.55,62.11,6.85,104.34,Mustard
63.95,34.48,35.24,22.1,58.53,7.1,100.63,Mustard
50.0,36.52,34.29,18.53,60.53,6.67,101.56,Mustard
56.62,37.4,33.94,21.38,61.84,6.89,95.43,Mustard
56.16,34.3,34.83,19.42,60.56,6.39,97.65,Mustard
62.91,34.58,37.06,17.55,60.8,6.89,105.68,Mustard
63.93,35.93,31.58,21.2,58.22,6.68,101.51,Mustard
63.88,35.71,35.23,17.39,60.49,6.88,81.32,Mustard
60.03,33.46,32.45,20.83,59.86,7.03,102.04,Mustard
56.07,36.19,34.82,18.3,59.6,6.66,105.23,Mustard
66.99,33.42,34.41,18.83,59.61,6.85,100.83,Mustard
58.51,36.37,37.39,21.58,57.03,6.65,97.82,Mustard
53.74,34.28,36.0,23.03,58.78,6.52,101.38,Mustard
54.45,33.65,32.44,18.27,60.94,6.72,94.08,Mustard
58.97,36.18,34.37,19.24,58.94,6.7,107.8,Mustard
58.96,36.25,35.03,19.28,58.33,6.48,99.2,Mustard
64.67,36.17,36.84,19.03,61.06,6.46,104.31,Mustard
65.05,37.5,34.29,18.53,58.35,6.61,99.71,Mustard
61.39,35.36,35.24,19.75,59.78,6.71,97.14,Mustard
59.06,36.26,36.11,21.4,61.79,6.77,89.28,Mustard
65.12,34.7,34.89,18.9,59.82,6.68,102.91,Mustard
55.58,35.04,37.55,18.58,58.76,6.67,120.0,Mustard
57.36,38.02,34.17,18.89,63.06,6.12,91.02,Mustard
59.17,36.57,32.56,19.67,59.35,6.98,100.27,Mustard
61.21,33.72,30.67,19.9,60.87,7.06,91.51,Mustard
62.13,32.67,34.91,17.69,58.69,6.96,102.49,Mustard
59.55,34.75,33.85,24.34,60.77,6.22,98.15,Mustard
57.71,40.0,34.01,19.92,61.37,6.7,87.56,Mustard
61.77,33.57,33.66,18.85,57.76,6.67,103.81,Mustard
53.4,34.52,33.39,19.61,59.73,6.59,86.17,Mustard
62.87,35.68,36.56,21.63,61.36,6.72,102.46,Mustard
55.53,34.49,33.47,19.78,59.15,6.52,111.17,Mustard
60.24,35.84,35.26,20.75,62.05,6.6,112.04,Mustard
61.11,37.16,34.95,22.89,61.71,6.63,96.93,Mustard
54.93,35.17,35.67,18.58,59.66,6.67,103.56,Mustard
62.02,36.86,37.03,21.62,59.01,7.23,106.42,Mustard
59.68,35.36,32.55,23.71,58.48,6.27,102.86,Mustard
59.94,30.58,35.55,19.31,59.89,6.77,103.82,Mustard
60.64,34.98,34.52,23.38,58.38,6.92,98.39,Mustard
57.36,33.95,30.91,20.75,60.02,6.99,96.52,Mustard
57.44,35.37,36.6,17.28,56.53,7.0,94.84,Mustard
61.07,36.13,35.68,17.22,59.49,6.65,108.23,Mustard
53.33,35.26,34.51,19.15,60.55,6.51,100.5,Mustard
64.98,32.87,35.07,20.34,58.28,6.81,94.97,Mustard
57.61,38.28,35.34,18.42,60.86,6.64,110.44,Mustard
64.78,35.66,36.85,20.17,59.65,6.72,99.18,Mustard
62.88,36.59,35.47,18.98,59.53,6.4,100.87,Mustard
61.85,35.11,33.47,18.68,60.05,7.21,100.55,Mustard
60.08,31.9,33.45,19.7,57.59,6.85,105.36,Mustard
57.62,34.22,33.5,21.93,59.54,6.96,94.48,Mustard
59.13,34.64,36.44,24.08,56.83,6.4,97.84,Mustard
58.34,36.52,31.88,20.05,58.91,6.6,109.58,Mustard
55.51,35.76,36.38,18.97,62.91,6.88,100.82,Mustard
63.89,34.51,35.56,20.14,61.75,6.9,89.69,Mustard
57.71,32.54,35.25,19.77,58.81,6.69,89.77,Mustard
64.55,35.74,32.38,18.82,59.12,6.75,98.95,Mustard
60.11,35.62,34.68,21.88,59.27,6.84,98.67,Mustard
59.43,35.27,33.47,20.07,58.15,6.8,95.28,Mustard
57.72,34.13,35.98,21.04,58.79,6.59,106.96,Mustard
58.45,37.18,35.07,19.12,59.03,6.26,89.28,Mustard
61.38,36.14,36.54,24.38,60.78,7.05,108.53,Mustard
61.49,33.37,32.36,19.6,60.05,6.22,104.6,Mustard
57.69,34.38,33.02,18.95,58.99,7.0,97.32,Mustard
56.77,33.06,33.72,19.89,59.91,6.96,101.61,Mustard
62.21,34.52,34.77,20.23,60.8,6.81,99.11,Mustard
62.46,36.28,33.43,19.08,59.93,6.68,103.34,Mustard
62.5,34.35,33.9,23.01,61.8,6.22,96.53,Mustard
66.42,35.0,35.69,21.2,60.83,6.23,96.33,Mustard
60.64,34.56,37.02,21.81,60.64,7.33,100.51,Mustard
61.62,32.78,37.69,23.47,60.43,6.56,99.61,Mustard
61.28,35.02,35.24,20.78,61.82,6.98,108.5,Mustard
63.05,33.53,33.39,19.11,62.19,6.88,95.68,Mustard
59.82,34.59,32.79,21.03,60.77,7.05,95.9,Mustard
65.23,33.49,34.47,23.84,57.1,6.69,109.5,Mustard
58.17,37.4,39.16,23.48,61.09,6.49,105.86,Mustard
67.0,33.5,35.44,19.6,60.24,6.81,105.13,Mustard
55.53,31.51,37.46,18.51,61.8,6.92,105.41,Mustard
56.74,36.1,35.59,20.35,61.21,6.82,100.56,Mustard
69.05,33.11,37.33,20.2,57.21,6.88,108.31,Mustard
61.18,33.94,36.4,20.66,58.55,6.81,104.6,Mustard
58.86,36.44,35.54,18.81,60.0,6.78,95.5,Mustard
64.26,36.13,35.35,20.34,59.51,6.44,99.17,Mustard
63.51,34.23,32.44,21.21,58.75,6.55,98.05,Mustard
58.44,33.07,34.09,19.05,57.61,6.94,104.97,Mustard
60.84,34.76,35.13,21.16,60.14,6.6,94.34,Mustard
63.97,31.58,35.59,20.17,57.94,7.15,93.92,Mustard
59.68,35.89,36.15,22.06,59.53,6.69,102.6,Mustard
64.29,33.74,34.19,18.14,60.31,6.69,95.2,Mustard
57.9,33.44,35.73,20.98,60.34,6.6,100.31,Mustard
64.36,34.89,34.27,19.09,59.78,6.36,89.91,Mustard
61.42,32.44,35.14,16.96,60.7,7.24,97.03,Mustard
60.78,36.4,35.55,16.84,59.66,6.81,99.63,Mustard
68.1,33.89,35.81,19.43,55.0,6.48,101.95,Mustard
60.78,33.4,36.1,19.99,58.41,6.84,97.04,Mustard
61.39,38.06,35.41,17.55,61.24,6.72,102.33,Mustard
57.05,36.0,34.31,18.97,56.55,6.91,106.03,Mustard
61.51,35.1,33.15,19.98,57.67,6.72,102.64,Mustard
64.84,31.35,34.07,19.39,56.53,6.93,107.39,Mustard
65.17,33.83,30.48,20.71,58.58,6.74,114.14,Mustard
61.51,36.42,37.13,18.46,59.08,6.87,101.09,Mustard
58.7,35.12,35.12,20.42,59.97,6.95,105.91,Mustard
55.51,36.97,33.98,20.86,58.42,7.06,103.1,Mustard
61.16,37.67,33.5,20.55,64.88,6.88,107.86,Mustard
56.86,37.92,33.83,19.42,61.0,6.41,102.22,Mustard
53.91,34.08,35.57,19.88,63.05,6.57,102.47,Mustard
60.2,34.51,36.04,17.01,58.63,6.73,96.83,Mustard
63.99,36.06,36.26,20.06,58.52,6.76,108.67,Mustard
65.09,37.27,34.99,20.85,60.07,6.6,95.53,Mustard
61.12,34.54,34.91,17.15,60.39,6.77,113.38,Mustard
53.14,36.17,35.31,20.94,61.76,6.87,90.01,Mustard
68.01,33.6,35.0,16.95,60.62,6.95,94.62,Mustard
57.09,32.0,36.52,20.55,59.09,7.19,108.91,Mustard
62.5,35.98,36.43,20.15,59.1,6.39,103.38,Mustard
56.15,30.04,36.81,20.3,58.34,6.83,99.17,Mustard
63.89,37.99,34.03,22.28,59.05,6.47,98.46,Mustard
56.19,36.57,34.73,20.95,61.11,7.11,102.3,Mustard
64.45,35.99,35.76,18.64,62.45,6.4,103.66,Mustard
51.24,36.2,36.29,22.34,59.98,6.94,102.02,Mustard
60.43,34.03,34.14,21.32,61.44,6.7,107.12,Mustard
64.41,36.09,34.53,18.27,56.54,7.17,98.8,Mustard
52.77,37.05,37.29,20.57,60.14,6.85,103.49,Mustard
61.73,34.66,35.91,18.83,59.42,6.7,91.26,Mustard
62.34,33.47,34.35,19.74,59.18,7.09,109.59,Mustard
56.12,34.04,34.63,18.19,60.73,7.0,95.2,Mustard
57.25,34.98,34.29,19.3,58.88,7.42,98.52,Mustard
54.29,33.48,32.57,18.77,59.35,6.27,81.27,Mustard
60.92,33.42,34.31,18.98,60.82,6.51,108.5,Mustard
64.43,33.31,33.97,19.35,61.15,6.17,103.73,Mustard
63.71,34.83,36.01,22.9,60.11,6.56,97.09,Mustard
56.89,38.44,33.9,19.98,59.22,7.04,108.48,Mustard
61.16,39.01,34.8,17.99,57.3,6.78,103.8,Mustard
65.06,35.5,34.08,20.06,57.36,6.47,88.98,Mustard
52.84,36.16,35.18,23.63,55.0,6.99,95.67,Mustard
58.93,35.31,36.73,18.15,59.3,6.72,115.54,Mustard
60.52,34.51,33.7,19.12,58.75,6.58,104.03,Mustard
59.18,33.77,32.22,21.22,58.93,6.58,101.86,Mustard
57.01,36.21,34.54,22.15,60.48,6.82,103.91,Mustard
58.0,32.91,34.06,19.35,58.73,6.97,111.11,Mustard
55.16,34.43,37.1,20.38,59.42,6.46,105.15,Mustard
59.01,36.67,34.62,19.78,59.38,6.94,107.02,Mustard
60.74,37.99,36.64,21.67,61.79,6.97,107.74,Mustard
65.78,34.4,33.08,20.01,60.58,6.67,96.56,Mustard
56.15,36.24,34.15,19.98,60.05,6.46,119.16,Mustard
58.31,33.58,37.73,21.95,60.59,7.01,102.36,Mustard
60.43,36.04,35.49,17.96,62.47,6.75,99.47,Mustard
55.64,34.85,37.18,21.13,58.19,6.96,106.17,Mustard
64.71,32.65,35.66,16.84,58.15,7.09,106.18,Mustard
59.61,35.84,32.81,18.52,56.22,6.6,93.72,Mustard
56.97,36.82,36.53,21.27,59.66,6.78,95.69,Mustard
61.2,35.16,31.98,19.52,62.95,7.48,105.68,Mustard
61.69,35.85,35.22,20.29,59.56,7.09,95.51,Mustard
61.77,35.92,34.27,22.97,58.71,6.8,104.67,Mustard
65.21,34.72,35.99,21.05,59.88,6.65,106.59,Mustard
58.55,37.5,36.15,18.46,63.88,6.77,100.6,Mustard
57.19,34.1,30.42,20.5,56.45,6.84,100.85,Mustard
60.87,35.71,35.8,19.39,58.62,6.46,109.56,Mustard
59.57,33.34,38.7,17.61,60.22,6.86,111.69,Mustard
65.7,34.5,38.46,19.92,60.01,6.52,102.16,Mustard
55.86,33.2,35.09,20.03,60.49,7.17,101.8,Mustard
64.75,33.63,34.06,21.33,59.06,7.23,103.95,Mustard
60.37,34.87,32.81,21.59,58.88,6.9,94.69,Mustard
57.77,36.13,34.31,19.99,61.57,6.86,104.55,Mustard
61.84,35.92,34.43,22.02,64.26,6.82,103.28,Mustard
61.19,35.54,34.71,22.89,55.94,6.61,110.15,Mustard
57.28,36.92,33.39,20.73,57.32,6.68,87.31,Mustard
55.29,32.96,33.94,19.73,60.07,6.44,103.28,Mustard
52.84,35.35,34.09,21.49,59.63,6.56,111.9,Mustard
63.63,38.1,36.16,18.69,57.36,6.56,94.67,Mustard
60.18,36.16,35.68,19.9,61.32,6.81,109.9,Mustard
55.79,33.68,32.73,20.3,58.79,6.8,93.5,Mustard
60.01,34.81,36.28,17.41,59.35,7.03,101.64,Mustard
59.02,38.44,37.03,22.83,58.33,7.5,99.57,Mustard
57.61,34.94,35.02,21.72,58.77,6.56,97.02,Mustard
55.57,34.16,36.12,21.77,58.75,6.46,97.42,Mustard
55.74,34.64,33.76,20.98,57.76,6.83,95.62,Mustard
59.68,32.3,35.69,18.91,55.49,6.36,99.7,Mustard
59.33,34.82,37.12,22.16,58.22,6.61,99.8,Mustard
64.68,33.18,33.49,19.86,60.27,6.77,100.95,Mustard
58.78,32.84,34.09,19.92,61.41,6.64,103.52,Mustard
58.1,32.88,37.46,18.96,61.29,6.81,106.63,Mustard
58.06,33.17,36.38,19.57,61.86,6.73,90.24,Mustard
60.13,35.33,35.33,19.58,60.4,6.66,105.71,Mustard
58.33,33.05,38.0,20.17,60.72,7.04,97.04,Mustard
64.15,35.19,37.73,18.9,58.55,6.74,87.22,Mustard
59.56,35.14,37.0,18.86,60.8,6.74,104.75,Mustard
55.11,36.04,35.72,17.18,58.95,6.7,92.66,Mustard
58.17,35.96,36.09,20.4,62.04,6.79,108.63,Mustard
60.26,35.39,33.21,18.82,58.53,6.81,100.4,Mustard
61.4,36.7,33.52,21.28,60.17,6.94,90.95,Mustard
56.19,36.33,33.69,19.81,60.29,6.56,90.86,Mustard
63.06,33.75,35.81,20.78,60.07,6.6,101.0,Mustard
57.48,34.38,34.58,19.32,59.81,7.03,104.17,Mustard
57.76,33.7,36.24,19.85,61.41,6.7,100.93,Mustard
56.56,32.35,34.23,19.96,58.99,6.68,93.31,Mustard
55.93,35.59,32.53,24.57,58.91,6.54,106.11,Mustard
62.78,34.65,37.31,21.58,61.91,6.45,95.21,Mustard
56.56,34.32,36.21,22.62,61.1,6.46,97.62,Mustard
58.05,32.67,36.16,20.41,59.62,6.96,100.77,Mustard
67.1,34.34,33.87,19.26,56.61,6.32,95.71,Mustard
57.39,35.97,36.12,17.44,59.81,6.79,116.71,Mustard
63.04,37.81,37.93,21.86,58.28,6.65,105.63,Mustard
55.58,35.49,34.71,20.1,61.67,6.66,91.65,Mustard
59.91,33.91,36.69,21.06,59.1,6.58,95.73,Mustard
60.55,32.63,35.61,22.5,61.51,7.1,92.04,Mustard
64.44,33.22,34.79,20.56,58.63,7.17,97.31,Mustard
66.28,35.0,36.92,21.77,63.64,6.79,107.94,Mustard
63.38,36.72,33.16,21.2,60.89,6.75,104.16,Mustard
58.86,34.93,38.19,17.48,61.08,6.66,97.56,Mustard
64.31,34.14,34.2,19.88,62.02,6.37,116.2,Mustard
65.81,34.27,36.4,18.41,58.78,6.41,85.52,Mustard
54.04,36.9,33.29,20.76,59.21,7.35,98.7,Mustard
59.65,33.33,35.82,17.33,59.83,6.73,96.71,Mustard
64.63,36.34,35.26,20.12,58.51,6.74,105.03,Mustard
58.81,37.64,36.38,22.31,57.84,6.42,86.62,Mustard
66.98,36.35,33.18,18.19,60.86,6.23,91.34,Mustard
61.37,33.52,35.12,21.78,62.68,6.72,103.61,Mustard
56.79,38.45,33.58,20.11,62.96,6.73,90.71,Mustard
53.68,35.61,34.43,18.45,59.69,6.04,105.93,Mustard
56.62,33.2,37.77,20.15,59.79,7.03,101.97,Mustard
61.0,37.45,37.33,20.62,62.94,6.9,92.43,Mustard
59.97,35.03,36.58,18.46,57.96,6.6,102.83,Mustard
55.74,34.9,35.4,18.61,60.73,6.49,98.76,Mustard
62.36,34.07,35.12,20.56,60.08,6.76,98.93,Mustard
68.24,34.3,34.94,20.64,59.37,6.76,84.6,Mustard
57.77,35.62,36.47,22.88,57.32,6.65,89.93,Mustard
62.07,37.2,33.87,20.15,63.03,6.63,106.05,Mustard
61.41,34.75,36.42,21.95,60.15,6.99,90.65,Mustard
59.99,31.34,36.55,19.74,61.65,6.89,101.46,Mustard
64.56,31.14,36.04,20.16,57.84,6.8,100.64,Mustard
59.92,33.91,35.11,17.8,57.19,7.22,94.22,Mustard
61.36,34.61,38.68,20.77,59.09,6.71,108.83,Mustard
59.25,33.3,34.13,20.94,60.91,6.5,102.55,Mustard
62.27,35.83,35.47,20.47,60.87,6.37,102.68,Mustard
60.66,32.98,34.85,22.1,58.56,7.08,105.01,Mustard
63.97,34.04,37.44,20.86,58.61,6.98,105.12,Mustard
56.68,30.97,35.32,20.07,61.24,7.0,96.65,Mustard
62.31,36.05,37.1,20.72,57.64,6.79,104.53,Mustard
63.75,36.31,34.71,19.11,60.29,6.53,97.52,Mustard
59.68,33.21,34.01,20.14,59.2,6.55,99.2,Mustard
62.37,38.35,33.86,18.54,56.17,6.52,93.52,Mustard
61.66,33.7,33.15,22.97,60.63,6.7,105.99,Mustard
65.73,35.68,30.66,18.37,64.84,6.24,92.92,Mustard
61.84,35.58,34.59,18.33,57.71,6.83,95.6,Mustard
61.0,35.75,35.34,18.36,58.82,6.72,99.27,Mustard
59.63,34.91,31.82,18.57,60.63,6.62,99.1,Mustard
63.48,35.94,34.9,17.84,62.81,6.43,102.35,Mustard
64.17,36.63,34.32,20.0,61.21,6.61,104.52,Mustard
52.21,34.68,34.95,19.25,61.3,6.61,94.6,Mustard
55.25,37.31,34.23,16.92,62.34,6.82,106.65,Mustard
60.89,36.94,36.08,20.49,64.41,6.85,103.3,Mustard
57.24,36.42,33.84,19.47,61.18,6.61,106.24,Mustard
56.72,33.16,34.87,18.23,59.99,7.1,95.51,Mustard
57.93,32.73,34.48,21.27,60.86,6.98,95.97,Mustard
60.56,37.85,32.14,18.98,57.61,6.93,107.77,Mustard
61.81,34.84,35.39,18.03,58.28,6.47,104.74,Mustard
57.71,35.21,33.88,20.45,59.04,6.5,97.41,Mustard
64.89,35.68,35.96,19.93,61.3,6.4,104.99,Mustard
54.08,31.58,35.9,20.31,61.85,6.81,99.67,Mustard
57.51,34.66,36.34,19.38,59.51,6.98,92.29,Mustard
62.06,37.35,35.37,20.36,61.07,6.94,102.06,Mustard
64.82,36.92,33.67,19.54,58.9,6.81,104.49,Mustard
57.65,31.87,33.62,22.01,59.41,6.71,101.95,Mustard
65.12,34.91,35.96,16.3,61.52,6.88,98.05,Mustard
56.55,37.32,35.09,18.85,57.28,6.54,89.63,Mustard
56.93,35.13,37.12,20.93,59.16,6.68,95.3,Mustard
63.77,34.18,33.36,18.96,57.91,6.5,96.73,Mustard
57.64,34.96,36.14,20.96,60.02,6.9,100.97,Mustard
62.0,37.07,36.28,20.5,58.33,7.15,93.54,Mustard
59.43,35.8,31.44,23.39,61.54,6.36,109.07,Mustard
61.59,36.01,34.99,20.66,60.43,6.81,101.79,Mustard
55.98,33.95,34.76,20.36,60.03,6.83,96.73,Mustard
62.9,35.6,33.74,19.59,58.38,6.57,105.7,Mustard
57.05,37.07,35.55,20.57,60.04,6.68,97.34,Mustard
52.48,32.89,33.69,20.51,60.47,7.12,103.29,Mustard
61.58,34.59,32.66,22.22,57.27,6.86,103.72,Mustard
54.93,35.67,35.2,17.5,58.28,6.71,95.91,Mustard
58.37,39.22,33.85,21.29,62.27,6.84,109.11,Mustard
60.11,36.4,35.65,18.41,61.27,6.9,104.08,Mustard
59.4,32.85,35.43,22.76,59.24,6.42,106.21,Mustard
56.85,37.04,34.95,20.34,59.56,6.48,92.4,Mustard
63.69,36.0,34.45,17.63,60.48,6.97,107.17,Mustard
55.65,33.92,34.66,17.56,57.4,7.17,102.77,Mustard
54.77,34.42,35.32,20.7,60.93,6.69,99.88,Mustard
58.32,36.73,35.45,19.77,57.96,6.62,91.53,Mustard
59.58,34.63,35.11,21.21,58.55,6.7,94.7,Mustard
61.77,34.1,36.16,19.56,59.96,7.21,97.2,Mustard
63.67,32.13,32.8,21.36,61.56,6.59,92.37,Mustard
55.11,34.89,33.98,19.9,59.55,6.94,97.5,Mustard
54.57,35.95,34.03,19.05,58.49,6.32,109.51,Mustard
59.36,35.81,31.84,20.39,57.78,6.6,87.97,Mustard
57.79,36.04,34.19,19.98,58.69,6.59,97.46,Mustard
66.64,33.33,31.19,17.79,58.93,6.69,103.81,Mustard
57.17,34.65,36.8,20.94,62.32,6.87,114.91,Mustard
57.74,37.48,34.94,18.6,60.21,6.88,103.31,Mustard
63.8,33.4,34.85,20.11,59.61,6.54,95.5,Mustard
63.97,36.02,34.62,19.48,59.69,6.8,99.45,Mustard
61.82,32.78,36.83,18.51,59.76,7.35,106.26,Mustard
59.08,33.45,35.93,17.67,57.88,6.66,96.7,Mustard
70.0,37.54,36.22,19.82,59.49,6.38,100.01,Mustard
55.76,37.73,34.7,21.56,58.54,6.76,101.01,Mustard
